Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
432;Mathew Ryan;au AUS;GK;Levante;33-278;1992;15;15;1,35;15.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
433;Umar Sadiq;ng NGA;FW;Valencia;28-343;1997;1;0;26;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.66;0.66;0.00;0.66;Matches
434;Umar Sadiq;ng NGA;FW;Real Sociedad;28-343;1997;5;2;153;1.7;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;0;0;6;0.00;0.00;0.00;0.00;0.00;0.11;0.03;0.14;0.11;0.14;Matches
435;Jan Salas;es ESP;MF;Mallorca;20-154;2005;2;0;17;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
436;Kike Salas;es ESP;DF;Sevilla;23-263;2002;7;5;502;5.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.2;2;29;5;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;Matches
437;José Salinas;es ESP;DF,FW;Espanyol;25-103;2000;8;1;141;1.6;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;3;8;21;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.07;Matches
438;Oihan Sancet;es ESP;MF;Athletic Club;25-261;2000;14;13;945;10.5;1;0;1;0;1;1;1;1;3.0;2.2;0.8;3.0;21;48;71;0.10;0.00;0.10;0.00;0.00;0.28;0.08;0.36;0.21;0.29;Matches
439;Alexis Sánchez;cl CHI;FW,MF;Sevilla;37-023;1988;13;6;703;7.8;2;1;3;1;1;1;1;0;1.6;0.8;1.2;2.0;6;35;34;0.26;0.13;0.38;0.13;0.26;0.21;0.15;0.36;0.11;0.26;Matches
440;Antonio Sánchez;es ESP;MF,FW;Mallorca;29-010;1997;14;5;554;6.2;0;0;0;0;0;0;4;1;0.1;0.1;0.5;0.6;6;21;22;0.00;0.00;0.00;0.00;0.00;0.01;0.08;0.10;0.01;0.10;Matches
441;Juanlu Sánchez;es ESP;DF,FW;Sevilla;22-149;2003;14;11;993;11.0;0;1;1;0;0;0;0;0;0.6;0.6;1.3;1.9;28;28;69;0.00;0.09;0.09;0.00;0.09;0.05;0.12;0.17;0.05;0.17;Matches
442;Borja Sánchez Laborde;es ESP;MF;Oviedo;29-319;1996;1;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
443;Manu Sánchez;es ESP;DF;Levante;25-140;2000;15;15;1,301;14.5;1;1;2;1;0;0;5;0;0.5;0.5;1.1;1.6;31;42;68;0.07;0.07;0.14;0.07;0.14;0.04;0.08;0.11;0.04;0.11;Matches
444;Selton Sánchez;es ESP;MF;Athletic Club;18-325;2007;4;1;131;1.5;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.3;1;4;10;0.00;0.00;0.00;0.00;0.00;0.18;0.06;0.24;0.18;0.24;Matches
445;Álex Sancris;es ESP;MF,FW;Getafe;28-358;1997;14;5;629;7.0;0;1;1;0;0;0;3;1;0.3;0.3;0.8;1.1;17;8;46;0.00;0.14;0.14;0.00;0.14;0.05;0.11;0.16;0.05;0.16;Matches
446;Maroan Sannadi;ma MAR;FW;Athletic Club;24-344;2001;8;2;259;2.9;1;0;1;1;0;0;2;0;1.0;1.0;0.6;1.6;2;4;17;0.35;0.00;0.35;0.35;0.35;0.36;0.20;0.56;0.36;0.56;Matches
447;Baptiste Santamaria;fr FRA;MF;Valencia;30-308;1995;15;7;668;7.4;1;1;2;1;0;0;2;0;0.4;0.4;1.0;1.4;8;37;7;0.13;0.13;0.27;0.13;0.27;0.05;0.14;0.19;0.05;0.19;Matches
448;Yago Santiago;es ESP;MF,DF;Elche;22-271;2003;5;2;175;1.9;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;7;5;30;0.00;0.00;0.00;0.00;0.00;0.07;0.08;0.15;0.07;0.15;Matches
449;Nicolás Serrano;es ESP;FW;Athletic Club;22-312;2003;8;2;165;1.8;0;0;0;0;0;0;0;0;0.3;0.3;0.3;0.6;9;7;23;0.00;0.00;0.00;0.00;0.00;0.18;0.18;0.35;0.18;0.35;Matches
450;Kwasi Sibo;gh GHA;MF;Oviedo;27-201;1998;10;6;562;6.2;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;1;12;1;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.05;0.04;0.05;Matches
451;André Silva;pt POR;FW;Elche;30-066;1995;14;9;770;8.6;4;0;4;4;0;0;0;0;4.1;4.1;1.1;5.3;17;30;47;0.47;0.00;0.47;0.47;0.47;0.48;0.13;0.61;0.48;0.61;Matches
452;Giuliano Simeone;ar ARG;MF,FW;Atlético Madrid;23-024;2002;18;15;1,36;15.1;2;5;7;2;0;0;1;0;3.2;3.2;3.5;6.7;44;36;138;0.13;0.33;0.46;0.13;0.46;0.21;0.23;0.44;0.21;0.44;Matches
453;Unai Simón;es ESP;GK;Athletic Club;28-214;1997;19;19;1,71;19.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
454;Antonio Sivera;es ESP;GK;Alavés;29-153;1996;19;19;1,71;19.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
455;Alex Sola;es ESP;FW;Getafe;26-216;1999;1;0;13;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
456;Carlos Soler;es ESP;MF;Real Sociedad;29-009;1997;16;10;941;10.5;2;1;3;2;0;0;2;0;1.6;1.6;0.8;2.5;17;66;23;0.19;0.10;0.29;0.19;0.29;0.16;0.08;0.24;0.16;0.24;Matches
457;Jhon Solis;co COL;MF;Girona;21-100;2004;12;3;380;4.2;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;5;12;4;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05;Matches
458;Manor Solomon;il ISR;MF;Villarreal;26-171;1999;6;1;150;1.7;1;1;2;1;0;0;0;0;0.4;0.4;0.3;0.7;6;7;13;0.60;0.60;1.20;0.60;1.20;0.25;0.16;0.41;0.25;0.41;Matches
459;Hugo Solozabal;es ESP;MF;Getafe;22-338;2003;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
460;David Soria;es ESP;GK;Getafe;32-282;1993;19;19;1,71;19.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
461;Hugo Sotelo;es ESP;MF;Celta Vigo;22-023;2003;12;9;771;8.6;0;1;1;0;0;0;1;0;0.1;0.1;1.2;1.2;12;56;7;0.00;0.12;0.12;0.00;0.12;0.01;0.13;0.15;0.01;0.15;Matches
462;Djibril Sow;ch SUI;MF;Sevilla;28-339;1997;14;13;1,006;11.2;2;0;2;2;0;0;3;0;0.6;0.6;0.5;1.1;15;48;25;0.18;0.00;0.18;0.18;0.18;0.05;0.05;0.10;0.05;0.10;Matches
463;Carl Starfelt;se SWE;DF;Celta Vigo;30-224;1995;11;9;779;8.7;0;0;0;0;0;0;3;1;0.4;0.4;0.0;0.4;0;13;0;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05;Matches
464;Orri Steinn Óskarsson;is ISL;FW;Real Sociedad;21-135;2004;4;1;116;1.3;1;0;1;1;0;0;0;0;0.5;0.5;0.3;0.7;0;1;9;0.78;0.00;0.78;0.78;0.78;0.36;0.21;0.57;0.36;0.57;Matches
465;Cristhian Stuani;uy URU;FW;Girona;39-091;1986;10;1;206;2.3;3;0;3;0;3;3;2;0;2.7;0.5;0.0;0.5;0;1;4;1.31;0.00;1.31;0.00;0.00;1.18;0.01;1.19;0.20;0.21;Matches
466;Denis Suárez;es ESP;MF;Alavés;32-005;1994;16;10;865;9.6;1;0;1;1;0;0;4;0;0.7;0.7;1.1;1.9;14;57;19;0.10;0.00;0.10;0.10;0.10;0.07;0.12;0.19;0.07;0.19;Matches
467;Gabriel Suazo;cl CHI;DF,MF;Sevilla;28-155;1997;12;11;989;11.0;0;2;2;0;0;0;3;0;0.3;0.3;1.4;1.7;14;45;56;0.00;0.18;0.18;0.00;0.18;0.03;0.12;0.15;0.03;0.15;Matches
468;Luka Su?i?;hr CRO;MF,FW;Real Sociedad;23-125;2002;7;2;235;2.6;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.5;5;12;10;0.00;0.00;0.00;0.00;0.00;0.14;0.06;0.20;0.14;0.20;Matches
469;Williot Swedberg;se SWE;FW,MF;Celta Vigo;21-344;2004;11;6;471;5.2;3;0;3;3;0;0;1;0;2.2;2.2;0.1;2.3;9;10;31;0.57;0.00;0.57;0.57;0.57;0.42;0.02;0.44;0.42;0.44;Matches
470;Wojciech Szcz?sny;pl POL;GK;Barcelona;35-268;1990;6;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
471;Alexander Sørloth;no NOR;FW;Atlético Madrid;30-037;1995;18;9;904;10.0;5;0;5;5;0;0;3;1;4.3;4.3;0.5;4.8;24;14;56;0.50;0.00;0.50;0.50;0.50;0.43;0.05;0.48;0.43;0.48;Matches
472;César Tárrega;es ESP;DF;Valencia;23-319;2002;18;17;1,555;17.3;0;0;0;0;0;0;5;0;0.3;0.3;0.1;0.3;7;37;1;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches
473;Aurélien Tchouaméni;fr FRA;MF;Real Madrid;25-349;2000;17;16;1,385;15.4;0;0;0;0;0;0;4;0;1.3;1.3;2.2;3.5;16;89;16;0.00;0.00;0.00;0.00;0.00;0.08;0.14;0.22;0.08;0.22;Matches
474;Nahuel Tenaglia;ar ARG;DF;Alavés;29-324;1996;18;18;1,62;18.0;1;0;1;1;0;0;2;0;0.8;0.8;0.1;0.9;7;45;3;0.06;0.00;0.06;0.06;0.06;0.04;0.01;0.05;0.04;0.05;Matches
475;Arnau Tenas;es ESP;GK;Villarreal;24-226;2001;3;3;270;3.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
476;Ramón Terrats;es ESP;MF,FW;Espanyol;25-085;2000;11;3;265;2.9;0;0;0;0;0;0;0;0;0.3;0.3;0.9;1.3;2;3;18;0.00;0.00;0.00;0.00;0.00;0.11;0.32;0.43;0.11;0.43;Matches
477;Jeremy Toljan;de GER;DF;Levante;31-156;1994;17;17;1,435;15.9;1;2;3;1;0;0;4;0;0.8;0.8;2.0;2.8;8;32;47;0.06;0.13;0.19;0.06;0.19;0.05;0.12;0.17;0.05;0.17;Matches
478;Pablo Torre;es ESP;MF,FW;Mallorca;22-283;2003;16;7;652;7.2;0;2;2;0;0;0;1;0;0.5;0.5;1.1;1.6;10;40;26;0.00;0.28;0.28;0.00;0.28;0.07;0.16;0.22;0.07;0.22;Matches
479;Jofre Torrents;es ESP;DF;Barcelona;18-348;2007;3;0;50;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
480;Ferrán Torres;es ESP;FW;Barcelona;25-316;2000;18;14;1,144;12.7;11;1;12;11;0;0;2;0;8.7;8.7;1.4;10.1;8;17;74;0.87;0.08;0.94;0.87;0.94;0.68;0.11;0.79;0.68;0.79;Matches
481;Lucas Torró;es ESP;MF;Osasuna;31-176;1994;18;18;1,34;14.9;0;1;1;0;0;0;4;0;0.8;0.8;0.6;1.4;2;42;13;0.00;0.07;0.07;0.00;0.07;0.06;0.04;0.09;0.06;0.09;Matches
482;Óscar Trejo;ar ARG;MF;Rayo Vallecano;37-260;1988;4;0;44;0.5;0;0;0;0;0;0;2;0;0.2;0.2;0.1;0.3;3;6;3;0.00;0.00;0.00;0.00;0.00;0.34;0.30;0.64;0.34;0.64;Matches
483;Viktor Tsyhankov;ua UKR;MF,FW;Girona;28-057;1997;13;12;952;10.6;4;2;6;4;0;0;0;0;2.2;2.2;1.6;3.7;31;20;57;0.38;0.19;0.57;0.38;0.57;0.20;0.15;0.35;0.20;0.35;Matches
484;Kareem Tunde;es ESP;FW;Levante;20-145;2005;2;1;81;0.9;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.4;0;0;7;0.00;0.00;0.00;0.00;0.00;0.08;0.31;0.40;0.08;0.40;Matches
485;Beñat Turrientes;es ESP;MF;Real Sociedad;23-345;2002;10;5;416;4.6;0;0;0;0;0;0;2;0;0.3;0.3;0.1;0.4;1;21;7;0.00;0.00;0.00;0.00;0.00;0.07;0.01;0.08;0.07;0.08;Matches
486;Christantus Uche;ng NGA;FW;Getafe;22-237;2003;3;3;270;3.0;1;1;2;1;0;0;1;0;1.4;1.4;0.4;1.8;4;4;15;0.33;0.33;0.67;0.33;0.67;0.47;0.14;0.61;0.47;0.61;Matches
487;Filip Ugrinic;ch SUI;MF;Valencia;27-006;1999;9;3;356;4.0;0;2;2;0;0;0;1;0;0.2;0.2;0.5;0.7;2;22;9;0.00;0.51;0.51;0.00;0.51;0.05;0.13;0.18;0.05;0.18;Matches
488;Victor Valdepeñas;es ESP;DF;Real Madrid;19-083;2006;1;1;77;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;12;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches
489;Óscar Valentín;es ESP;MF;Rayo Vallecano;31-144;1994;16;12;1,055;11.7;0;0;0;0;0;0;1;0;0.3;0.3;0.4;0.7;8;57;7;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06;Matches
490;Germán Valera;es ESP;DF,MF;Elche;23-301;2002;18;16;1,355;15.1;3;2;5;3;0;0;2;0;1.6;1.6;1.7;3.3;50;55;135;0.20;0.13;0.33;0.20;0.33;0.10;0.11;0.22;0.10;0.22;Matches
491;Martin Valjent;sk SVK;DF;Mallorca;30-031;1995;18;18;1,62;18.0;0;0;0;0;0;0;1;0;0.5;0.5;0.0;0.5;14;55;12;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
492;Álvaro Vallés;es ESP;GK;Betis;28-170;1997;12;12;1,08;12.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
493;Federico Valverde;uy URU;MF,DF;Real Madrid;27-173;1998;18;16;1,472;16.4;0;6;6;0;0;0;2;0;1.4;1.4;2.3;3.7;25;99;58;0.00;0.37;0.37;0.00;0.37;0.09;0.14;0.23;0.09;0.23;Matches
494;Vladyslav Vanat;ua UKR;FW;Girona;24-007;2002;16;16;1,172;13.0;5;0;5;4;1;1;2;0;4.4;3.7;1.1;4.7;8;12;39;0.38;0.00;0.38;0.31;0.31;0.34;0.08;0.42;0.28;0.36;Matches
495;Ruben Vargas;ch SUI;FW,MF;Sevilla;27-159;1998;12;11;863;9.6;3;4;7;2;1;1;1;0;2.0;1.2;1.4;2.7;31;32;53;0.31;0.42;0.73;0.21;0.63;0.21;0.15;0.36;0.13;0.28;Matches
496;José Luis García Vayá;es ESP;MF;Valencia;27-153;1998;17;15;1,325;14.7;2;0;2;1;1;2;2;0;2.3;0.8;1.1;1.9;4;102;12;0.14;0.00;0.14;0.07;0.07;0.16;0.07;0.23;0.05;0.13;Matches
497;Jesus Vazquez;es ESP;DF;Valencia;23-009;2003;12;4;556;6.2;0;0;0;0;0;0;0;0;0.2;0.2;0.3;0.6;23;22;45;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.09;0.04;0.09;Matches
498;Renato Veiga;pt POR;DF;Villarreal;22-166;2003;15;12;1,103;12.3;0;0;0;0;0;0;1;1;0.2;0.2;0.0;0.2;12;41;3;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches
499;Unai Vencedor Paris;es ESP;MF;Levante;25-057;2000;11;10;683;7.6;0;0;0;0;0;0;2;1;0.0;0.0;0.9;0.9;2;32;2;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.12;0.00;0.12;Matches
500;Jozhua Vertrouwd;nl NED;DF;Rayo Vallecano;21-143;2004;4;1;207;2.3;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.2;0;1;2;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.09;0.02;0.09;Matches
501;Mikel Vesga;es ESP;MF;Athletic Club;32-235;1993;12;1;247;2.7;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;3;23;6;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.08;0.05;0.08;Matches
502;Carlos Vicente;es ESP;MF,FW;Alavés;26-263;1999;19;9;1,086;12.1;4;0;4;1;3;3;1;0;3.3;0.9;3.2;4.1;40;26;123;0.33;0.00;0.33;0.08;0.08;0.27;0.26;0.54;0.08;0.34;Matches
503;Nacho Vidal;es ESP;DF;Oviedo;30-352;1995;12;12;979;10.9;0;0;0;0;0;0;2;0;1.0;1.0;0.1;1.1;15;19;30;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.10;0.09;0.10;Matches
504;Federico Viñas;uy URU;FW;Oviedo;27-195;1998;15;10;921;10.2;2;0;2;1;1;1;4;3;3.1;2.4;1.5;3.8;7;18;42;0.20;0.00;0.20;0.10;0.10;0.30;0.14;0.45;0.23;0.37;Matches
505;Jan Virgili;es ESP;FW,MF;Mallorca;19-169;2006;13;10;842;9.4;0;4;4;0;0;0;0;0;1.4;1.4;2.4;3.8;41;17;79;0.00;0.43;0.43;0.00;0.43;0.14;0.26;0.40;0.14;0.40;Matches
506;Daniel Vivian;es ESP;DF;Athletic Club;26-180;1999;17;16;1,468;16.3;0;0;0;0;0;0;5;1;0.8;0.8;0.4;1.2;8;68;2;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.07;0.05;0.07;Matches
507;Odysseas Vlachodimos;gr GRE;GK;Sevilla;31-260;1994;14;14;1,26;14.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
508;Iñaki Williams;gh GHA;FW;Athletic Club;31-210;1994;12;10;854;9.5;1;0;1;0;1;1;1;0;2.6;1.8;0.6;2.4;22;17;82;0.11;0.00;0.11;0.00;0.00;0.27;0.06;0.33;0.19;0.25;Matches
509;Nico Williams;es ESP;FW;Athletic Club;23-183;2002;15;12;1,057;11.7;3;2;5;2;1;2;1;0;4.1;2.5;3.5;6.1;73;33;122;0.26;0.17;0.43;0.17;0.34;0.35;0.30;0.65;0.22;0.52;Matches
510;Axel Witsel;be BEL;MF;Girona;36-364;1989;15;15;1,24;13.8;1;0;1;1;0;0;2;1;1.3;1.3;0.2;1.5;14;62;11;0.07;0.00;0.07;0.07;0.07;0.09;0.02;0.11;0.09;0.11;Matches
511;Lamine Yamal;es ESP;FW;Barcelona;18-182;2007;15;14;1,259;14.0;7;7;14;5;2;2;0;0;5.1;3.5;5.4;8.9;107;78;153;0.50;0.50;1.00;0.36;0.86;0.36;0.39;0.75;0.25;0.64;Matches
512;Arsen Zakharyan;ru RUS;MF;Real Sociedad;22-230;2003;12;1;291;3.2;0;0;0;0;0;0;1;0;0.1;0.1;0.8;0.9;7;16;25;0.00;0.00;0.00;0.00;0.00;0.04;0.24;0.28;0.04;0.28;Matches
513;Bryan Zaragoza;es ESP;FW,MF;Celta Vigo;24-124;2001;16;10;885;9.8;0;1;1;0;0;0;0;0;0.8;0.8;2.2;3.0;60;24;91;0.00;0.10;0.10;0.00;0.10;0.08;0.23;0.31;0.08;0.31;Matches
514;Igor Zubeldia;es ESP;DF;Real Sociedad;28-287;1997;14;14;1,26;14.0;0;1;1;0;0;0;5;0;0.2;0.2;0.7;0.9;5;48;0;0.00;0.07;0.07;0.00;0.07;0.01;0.05;0.06;0.01;0.06;Matches
